"","CID3921","CID45171","CID4066","CID4465","CID4495","CID44971","CID44991","CID4513","CID4515","CID4523","CID3963","CID4461","CID4463","CID4471","CID4530N","CID4535","CID3941","CID3948","CID4067","CID4290A"
"DENND4B",138,90,54,2,36,111,266,64,316,101,16,2,26,23,143,78,4,11,116,198
"CRTC2",270,119,76,18,103,376,431,207,318,173,71,10,161,46,245,246,24,43,231,460
"SLC39A1",1672,691,589,65,830,1389,4195,1958,4235,1939,530,65,774,324,3704,2333,97,180,1099,2586
"RP11-422P24.12",4,17,4,4,1,23,31,1,170,85,2,0,7,2,111,48,4,1,11,23
"CREB3L4",2038,1707,285,26,156,617,3920,71,554,803,46,14,1119,555,3448,2502,119,204,1803,3899
"JTB",5748,5527,2613,251,2919,7647,12406,4363,12324,14880,830,191,2636,1426,15914,8408,393,826,3446,14223
"RP11-422P24.11",42,8,7,1,16,26,57,4,21,15,4,1,10,2,37,51,1,4,20,61
"RAB13",1698,1546,1769,37,2068,1758,7458,6144,5313,5577,583,41,1138,827,5049,4941,346,629,3556,11109
"RPS27",35153,58309,12059,1300,46738,76385,55489,20018,155023,168424,15626,458,9179,7878,107333,109613,14919,14415,21329,68643
"NUP210L",0,14,1,1,0,0,1,1,3,0,0,0,1,2,2,2,0,1,3,4
"TPM3",5479,2075,1643,264,3431,6934,18454,9134,10568,6144,945,168,2418,1291,5780,9140,401,840,3698,8433
"C1orf43",6089,3410,1929,87,2593,6061,9040,3649,8301,6476,701,129,2476,869,5626,12729,457,932,3077,7105
"UBAP2L",533,343,248,12,251,888,1099,604,684,466,82,18,225,107,497,992,44,78,601,873
"HAX1",1939,1382,523,76,1214,4371,5717,2077,3524,4746,489,52,1890,464,3227,4610,154,364,1199,4006
"AQP10",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"ATP8B2",2,2,2,0,4,2,28,77,5,0,0,0,10,16,27,31,0,2,6,60
"RP11-350G8.5",2,6,0,0,0,1,1,0,1,5,0,0,0,0,2,5,0,0,0,12
"IL6R",120,226,10,0,19,71,204,53,42,106,12,0,13,122,28,10,4,1,22,469
"SHE",0,1,3,0,1,6,11,0,1,1,0,0,0,4,6,3,0,0,0,10
"TDRD10",1,2,0,0,0,1,3,0,0,0,0,0,0,1,1,1,0,0,0,1
"UBE2Q1",270,208,116,8,131,379,666,263,792,363,43,10,61,41,342,346,23,44,378,749
"CHRNB2",0,1,0,0,0,1,14,0,0,0,0,0,0,1,0,0,0,0,5,11
"ADAR",706,547,327,18,414,1705,2807,1211,2035,1251,197,28,568,312,2420,2437,65,278,912,2646
"KCNN3",3,1,1,0,5,3,34,2,6,3,0,1,1,2,5,4,0,0,0,6
"PMVK",1855,2450,420,51,317,1975,6630,1600,3362,2740,237,33,952,416,2103,5525,195,449,1787,4938
"RP11-307C12.13",8,13,9,0,0,17,60,7,96,14,19,0,6,5,24,36,17,9,56,53
"PBXIP1",224,315,121,2,57,417,624,140,262,333,60,4,132,53,410,1133,10,24,460,723
"PYGO2",402,168,113,5,133,376,539,203,181,206,45,8,209,54,333,508,28,63,450,601
"RP11-307C12.12",35,49,15,1,11,48,87,3,99,41,4,0,5,9,46,91,0,4,25,69
"SHC1",572,216,166,20,258,474,1774,3910,922,627,158,16,234,106,809,520,64,133,511,997
"CKS1B",1392,2403,719,309,1509,6047,9490,1830,14730,6794,581,66,315,365,1158,2802,136,131,1275,2618
"FLAD1",1172,1204,300,96,798,2604,3160,719,867,1599,254,73,572,111,937,1858,67,153,598,1158
"ZBTB7B",547,913,249,12,87,255,1586,103,796,413,45,3,201,58,1212,530,27,74,760,1176
"ADAM15",4579,4368,1032,40,1329,2131,9844,1839,3501,2492,319,17,896,479,1144,556,153,404,1651,5232
"EFNA4",882,662,187,8,194,1304,1964,304,1279,757,63,3,139,57,1152,76,36,38,779,1157
"EFNA3",679,1479,59,8,51,375,2004,5,1554,299,17,1,23,5,475,107,13,17,462,701
"EFNA1",4780,1824,945,84,457,2143,7090,78,4545,2532,513,50,2152,1200,11088,1853,612,930,4118,26568
"SLC50A1",1952,1143,509,52,794,1466,4745,1347,1551,1792,361,40,782,245,1603,1564,162,481,2270,4809
"DPM3",1181,1374,406,45,719,1915,3049,661,2317,3425,778,61,1511,229,2803,1826,310,478,2460,1888
"KRTCAP2",7017,1623,1929,78,1851,6156,7157,3680,2093,5524,1518,99,5652,853,2623,5593,590,1476,5688,8169
"TRIM46",9,14,11,1,9,127,77,5,88,7,4,1,15,4,35,5,3,5,100,238
"MUC1",1176,167,1892,11,18,40,1909,25,2102,3344,159,0,907,377,6787,87,243,301,9907,11833
"RP11-263K19.4",11,11,10,0,12,6,63,26,23,7,7,0,20,20,242,10,4,9,37,71
"THBS3",133,47,67,1,81,364,163,341,127,36,31,6,78,19,161,99,7,16,195,259
"MTX1",959,751,493,62,610,1761,2656,820,1704,2153,231,97,991,204,1644,3315,67,195,745,2096
"GBA",404,235,104,12,173,373,425,360,472,313,67,14,258,48,609,574,21,30,458,775
"FAM189B",330,227,107,5,978,869,841,1018,616,346,40,3,97,98,766,614,26,40,235,440
"SCAMP3",1375,579,570,122,734,2960,4200,2246,1154,1109,277,99,892,401,1140,2241,74,220,908,2880
"CLK2",171,115,91,3,61,178,486,97,230,101,27,7,48,33,139,157,18,25,210,428
"HCN3",44,55,13,2,6,10,98,28,48,16,1,1,23,7,38,74,3,6,47,145
"PKLR",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"FDPS",1671,2684,583,106,893,4685,24060,1787,6248,6357,286,47,1334,230,2020,4574,67,129,1320,3188
"RUSC1-AS1",31,27,5,1,12,11,77,12,24,12,4,0,14,4,47,37,1,4,38,64
"RUSC1",2094,769,471,26,464,767,5203,995,1821,1309,155,17,409,423,1546,1127,90,262,1243,2515
"ASH1L",900,920,370,43,331,1155,1998,830,4219,1165,180,46,674,343,2645,2573,138,226,1977,4820
"ASH1L-AS1",166,97,121,2,91,308,308,92,398,103,38,0,209,29,258,185,21,40,383,787
"RP11-29H23.4",3,1,2,0,4,13,16,5,2,0,1,0,36,0,0,1,5,3,11,18
"MSTO1",202,157,52,5,173,564,696,316,492,259,49,7,190,69,201,400,24,42,159,367
"YY1AP1",565,316,176,29,342,763,1268,376,1055,488,120,26,334,167,904,1061,60,92,648,2029
"DAP3",1673,1268,602,44,2094,4723,3606,1634,4803,2691,420,62,759,336,2498,3414,170,256,1169,3904
"GON4L",711,467,257,9,221,1229,1972,577,1774,715,94,14,350,270,799,1085,50,102,618,1993
"SYT11",1,2,2,1,12,5,10,17,13,1,0,1,1,4,6,8,0,0,2,2
"RIT1",208,244,153,25,63,339,582,363,622,731,55,10,80,21,261,556,19,33,250,466
"KIAA0907",423,587,270,20,255,599,1563,275,1742,705,74,20,251,159,1374,1384,35,79,569,2109
"ARHGEF2",94,91,131,6,258,399,525,542,850,165,29,0,119,47,238,43,29,12,310,649
"RP11-336K24.12",1,1,0,0,2,4,5,7,44,3,0,0,2,0,4,0,2,0,8,5
"SSR2",6419,4517,2132,176,3981,13199,18155,6780,9793,11021,1808,90,2736,967,10713,10999,718,1039,2872,12926
"UBQLN4",267,322,104,11,359,627,915,225,672,284,75,9,89,44,363,528,23,53,216,681
"LAMTOR2",3207,3256,1339,265,1804,3808,8879,2504,5682,6467,791,228,2299,658,6320,8078,475,1206,4759,9095
"RAB25",4377,2305,1687,27,1773,2729,9859,1,6163,5151,525,3,1899,681,4410,4767,358,568,2388,6425
"MEX3A",118,109,102,15,507,2072,1662,69,667,234,22,7,26,38,162,353,10,18,64,253
"LMNA",9106,4147,3795,112,2278,6586,16139,15522,28405,8425,2002,110,3601,8144,24536,8326,861,2378,6428,55713
"SEMA4A",71,264,21,3,40,105,288,233,227,115,20,5,26,97,246,222,34,38,225,1056
"SLC25A44",187,124,71,3,89,150,387,186,404,151,34,3,71,44,319,252,26,46,180,776
"PMF1-BGLAP",6,1,2,1,10,6,30,6,2,3,1,1,11,5,3,10,3,0,8,8
"PMF1",60,644,69,51,63,80,303,45,1447,2643,25,27,55,23,1471,2623,17,25,336,282
"BGLAP",4,2,2,1,0,2,8,3,2,10,1,1,0,0,9,24,1,3,5,16
"PAQR6",27,76,18,1,17,60,49,6,159,13,1,0,8,2,24,64,2,5,125,89
"SMG5",556,157,200,5,311,799,1254,351,347,238,111,4,148,153,224,281,33,51,368,1263
"TMEM79",371,77,287,4,121,514,976,57,99,260,41,2,110,136,92,217,22,34,421,915
"GLMP",280,136,238,14,1456,1596,530,1009,169,853,183,10,387,100,528,844,63,69,640,1258
"CCT3",3812,2751,1712,151,7123,11807,9241,3829,11444,7741,508,131,2385,653,3868,11135,403,399,1702,6201
"TSACC",108,52,9,0,102,36,70,10,42,132,9,2,39,7,61,135,14,25,121,67
"RP11-139I14.2",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1
"C1orf61",8,8,0,0,233,5,6,1,10,14,1,0,0,0,4,3,2,0,9,4
"RP11-98G7.1",23,78,8,1,12,7,56,3,36,81,5,2,3,8,45,96,3,4,93,119
"MEF2D",426,198,170,3,48,206,799,199,224,201,34,9,141,151,495,475,61,101,502,1821
"IQGAP3",12,18,16,4,18,50,180,76,157,123,4,2,9,10,1,45,2,5,50,13
"TTC24",0,0,1,0,9,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"APOA1BP",3591,2057,1561,209,4241,4778,7948,2396,3002,5550,433,166,2750,793,4450,4997,316,1193,2576,12410
"GPATCH4",626,829,230,26,817,1157,2339,1173,3713,1142,94,27,355,153,930,2060,55,76,238,1707
"AL365181.2",1,3,1,1,3,5,9,1,20,10,0,0,4,0,12,30,1,0,8,7
"RP11-284F21.9",0,0,0,0,0,0,0,0,13,19,2,2,0,1,11,2,1,0,22,41
"BCAN",0,0,0,0,83,5,0,126,1,0,0,1,0,0,24,0,0,2,0,2
"RP11-284F21.10",0,1,0,0,0,0,1,10,3,46,2,0,1,8,30,4,0,7,58,88
"RP11-284F21.7",5,0,1,0,0,1,3,21,1,2,0,0,0,3,0,0,6,14,52,73
"NES",19,3,10,2,5,417,10,407,665,9,52,0,3,12,27,96,1,5,19,56
"RP11-66D17.3",1,1,1,0,0,0,5,0,15,2,0,1,2,0,11,3,0,2,3,9
"CRABP2",5400,254,3324,263,7,6259,5060,4526,10461,1452,1688,162,2155,1291,13220,54803,89,1761,6312,26203
"ISG20L2",674,476,226,24,677,1223,2134,543,1420,702,102,22,396,220,1385,1486,66,137,426,1527
"RRNAD1",419,247,87,3,186,299,783,162,554,708,58,13,255,55,1046,704,34,48,322,661
"MRPL24",1811,1218,520,69,1192,3510,2523,2270,1499,2237,303,104,1880,336,2520,5589,291,456,1598,4829
"HDGF",1037,1121,689,60,2156,2392,3363,1233,5244,1600,171,21,315,270,1404,1638,89,111,1098,2295
"PRCC",754,585,257,63,914,2301,2722,874,1350,1305,187,36,421,187,1283,1663,61,129,598,1298
"SH2D2A",40,13,4,0,196,213,59,8,233,51,13,5,1,6,224,7,12,4,12,11
"NTRK1",1,2,0,0,1,4,1,13,0,1,0,1,2,0,1,0,0,0,0,1
"INSRR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PEAR1",0,0,3,0,1,0,1,24,10,7,1,2,1,4,14,14,0,13,0,44
"ARHGEF11",33,40,15,3,12,41,75,17,128,81,6,0,13,12,92,50,10,10,62,116
"ETV3L",0,0,0,0,1,39,0,0,13,0,0,0,0,0,0,0,0,0,0,0
"ETV3",224,166,104,3,85,192,388,101,845,180,72,3,127,44,406,205,32,69,282,1035
"RP11-71G12.1",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"FCRL5",0,0,0,0,12,0,15,0,12,0,0,0,0,0,0,5,0,0,0,1
"FCRL4",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"FCRL3",0,4,1,0,10,3,1,0,3,0,0,0,0,0,2,1,0,0,0,0
"FCRL2",1,2,0,0,1,2,7,0,15,0,0,0,1,0,4,3,0,0,1,1
"FCRL1",0,0,0,0,3,2,1,0,3,0,0,3,0,0,1,0,0,0,0,1
"KIRREL",1,0,1,0,11,4,9,433,14,15,0,0,1,1,1,4,0,0,0,0
"RP11-404O13.1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
"CD1D",4,2,0,0,2,7,40,3,2,0,0,1,1,0,1,8,0,0,1,0
"RP11-404O13.5",0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,2,0,0,0,0
"CD1A",0,0,0,0,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"CD1C",0,1,0,0,3,6,0,1,0,0,0,0,0,0,1,11,0,0,2,1
"CD1B",0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0
"CD1E",0,0,0,0,0,5,0,0,1,0,0,0,0,0,3,10,0,0,0,0
"MNDA",3,13,0,0,27,25,8,14,23,5,0,2,2,0,7,45,0,1,3,1
"PYHIN1",1,7,1,0,25,18,7,10,7,0,1,2,0,0,9,6,0,0,3,4
"IFI16",196,15,22,3,324,55,315,1706,651,1001,220,7,13,15,69,109,2,30,38,16
"AIM2",26,5,0,0,15,4,17,463,48,177,67,2,0,0,0,0,0,2,1,5
"CADM3",0,0,0,0,1,0,0,11,4,0,0,0,0,1,2,2,0,0,0,0
"CADM3-AS1",0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0
"ACKR1",9,2,10,5,6,8,2,2,84,0,0,9,4,64,155,90,0,0,26,14
"FCER1A",0,1,0,0,0,2,0,0,1,0,1,0,0,0,6,12,0,0,0,0
"RP11-550P17.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUSP23",1918,1600,697,171,516,3638,5664,984,4487,4544,460,95,814,500,2334,5608,238,523,2761,7524
"FCRL6",0,3,0,0,0,5,1,4,1,1,0,0,0,0,1,1,0,1,5,1
"SLAMF8",3,1,0,0,14,5,6,67,8,2,2,0,0,0,0,20,0,0,0,1
"C1orf204",38,6,5,0,2,85,24,33,83,29,0,1,9,14,27,22,1,5,26,21
"VSIG8",4,8,2,0,3,24,18,12,49,31,0,0,4,3,12,20,0,0,10,26
"CFAP45",36,53,6,0,8,29,76,13,49,49,2,3,17,9,46,59,22,13,71,155
"TAGLN2",17690,9450,3059,301,16891,21799,23508,20374,13815,22303,3835,45,4407,2102,3830,13268,852,974,7886,26499
"IGSF9",126,137,63,3,144,347,656,2,60,98,16,1,48,18,84,276,5,24,252,479
"LINC01133",99,334,1,7,725,10,6454,3,2762,39,7,0,11,0,293,2,0,0,42,294
"PIGM",311,202,121,21,183,778,1015,203,530,204,37,3,311,71,605,776,13,43,400,977
"KCNJ10",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"IGSF8",647,556,187,12,295,869,2741,207,769,3236,134,19,875,292,2518,3779,95,190,824,2428
"ATP1A2",1,0,0,0,0,0,0,2,6,2,0,0,0,0,3,17,0,0,0,0
"ATP1A4",0,5,3,0,2,0,6,0,0,0,0,6,0,41,1046,1976,1,2,140,87
"RP11-536C5.7",3,5,0,0,6,4,21,4,20,4,0,0,1,1,25,5,3,0,8,21
"PEA15",798,615,252,62,1083,1391,3211,2960,1664,548,313,23,566,398,4956,4303,103,150,1073,2586
"DCAF8",341,462,191,11,244,588,1125,452,636,305,70,22,405,132,1015,1521,68,111,921,1430
"RP11-574F21.2",1,6,3,0,4,6,22,6,5,1,1,0,5,0,7,4,1,3,8,12
