"","CID3586","CID3921","CID45171","CID3838","CID4066","CID44041","CID4465","CID4495","CID44971","CID44991","CID4513","CID4515","CID4523","CID3946","CID3963","CID4461","CID4463","CID4471","CID4530N","CID4535","CID4040","CID3941","CID3948","CID4067","CID4290A","CID4398"
"FLJ37453",172,508,348,422,396,70,5,447,799,1108,396,359,97,29,150,6,169,869,327,161,396,55,53,447,298,7
"SPEN",670,799,534,3012,651,168,27,1124,1376,2047,1484,1456,360,56,453,17,145,2291,1303,520,1082,56,140,321,811,201
"ZBTB17",239,367,211,485,280,92,8,479,776,760,516,298,190,18,235,5,123,704,561,327,246,22,71,172,245,19
"C1orf64",8,0,1,3,275,17,1,0,126,25,0,1,0,0,0,9,271,1241,5758,11328,7,59,159,2369,3965,1
"HSPB7",4,9,4,41,38,8,0,5,12,18,3,4,1,2,4,0,3,278,20,7,46,2,0,9,3,1
"CLCNKA",2,0,2,2,0,1,0,0,0,4,1,2,1,0,0,0,1,2,6,7,0,0,0,3,4,0
"CLCNKB",3,0,1,0,2,0,0,0,1,3,0,5,0,0,0,0,0,16,2,0,0,0,1,1,5,1
"FAM131C",1,11,13,2,8,0,1,16,39,52,22,10,22,1,4,0,1,10,17,38,2,0,1,1,8,0
"EPHA2",319,235,28,239,216,23,17,85,439,158,441,535,291,21,51,5,16,1008,910,107,339,21,45,60,469,22
"RP11-276H7.2",48,24,1,0,12,0,0,22,66,58,20,9,5,0,4,0,4,104,6,0,1,2,0,6,56,0
"RP11-276H7.3",1,2,1,0,0,2,0,2,6,2,1,1,2,0,1,0,0,14,1,0,0,0,1,0,0,0
"ARHGEF19",76,120,70,157,198,30,5,430,392,566,256,181,147,9,65,8,40,390,269,355,96,18,43,110,151,7
"RSG1",19,42,18,43,26,12,7,79,73,130,97,23,21,0,11,0,11,90,66,31,18,4,6,20,32,3
"FBXO42",242,399,168,528,327,93,11,597,736,841,627,270,126,9,192,7,105,800,389,202,258,30,71,181,340,64
"SZRD1",1145,1666,667,1826,1504,302,162,2468,2684,3162,4259,1693,876,74,976,76,373,2930,1929,1095,1131,103,271,653,918,210
"SPATA21",4,4,2,3,3,1,0,6,0,12,13,4,0,1,4,0,0,4,4,2,7,0,2,3,7,1
"NECAP2",803,1290,526,3185,1001,373,146,2285,2946,1830,3411,1613,566,64,865,61,240,1974,2117,1128,1361,87,158,467,543,477
"RP4-798A10.2",4,8,10,49,2,24,2,12,9,19,19,31,4,3,5,1,0,5,30,26,24,0,1,5,2,18
"RP4-798A10.7",15,29,24,31,27,13,1,26,72,72,8,36,9,2,10,2,28,20,85,50,29,3,5,28,11,9
"NBPF1",141,339,111,349,451,40,16,413,1659,1396,944,133,72,3,131,7,410,1351,242,289,89,15,37,695,659,12
"RP5-1182A14.7",3,3,0,0,1,0,0,0,1,1,0,0,0,0,0,0,6,2,0,1,0,0,3,0,4,0
"CROCC",119,143,71,384,287,38,18,358,850,346,279,98,26,8,86,3,55,672,535,227,148,15,32,148,228,14
"RP11-108M9.4",110,121,245,261,292,71,38,87,598,177,534,101,288,24,122,9,382,507,259,73,252,44,39,150,123,25
"RP11-108M9.6",177,74,25,124,131,17,0,41,217,212,62,63,18,11,72,1,25,111,65,27,255,38,55,64,91,17
"MFAP2",416,759,51,1661,7362,341,595,783,3476,1924,3220,452,105,22,132,67,282,2767,702,329,262,7,26,516,726,22
"RP1-37C10.3",3,0,0,0,3,0,0,1,1,2,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ATP13A2",89,357,206,429,253,40,18,276,340,910,533,620,147,18,137,7,125,699,959,285,236,16,39,298,250,30
"SDHB",775,2606,1504,2733,1781,480,183,3771,3968,4880,4148,7038,2504,53,899,107,750,3287,3193,3691,1283,78,218,601,1039,208
"PADI2",169,232,18,67,360,40,4,473,1060,1500,63,706,10,0,64,1,16,386,238,18,5,12,9,48,517,31
"PADI4",19,7,10,12,21,5,0,12,60,3,19,21,8,0,17,0,2,3,11,8,38,0,3,1,2,12
"RCC2",202,912,494,1746,702,132,46,961,897,1377,1269,2261,395,42,299,36,123,1019,1059,454,658,50,113,370,701,164
"ARHGEF10L",84,173,61,718,178,28,17,407,280,236,846,306,46,27,172,10,62,504,328,238,226,2,26,136,175,10
"IGSF21",14,47,0,825,49,4,4,46,45,170,672,19,0,10,62,0,79,285,1807,393,14,0,6,27,294,3
"KLHDC7A",2,12,2,2,20,9,2,1,6,57,0,35,11,0,0,7,131,105,123,24,0,0,0,29,109,1
"ALDH4A1",21,58,37,106,126,20,1,69,104,147,119,288,9,3,20,2,89,219,237,158,49,5,8,49,242,2
"IFFO2",176,261,61,759,155,34,10,148,259,99,172,197,6,13,69,8,4,460,161,36,351,10,30,21,86,66
"UBR4",556,829,347,1291,609,152,36,1317,1530,2097,1895,1260,334,28,517,19,153,2318,900,420,586,40,101,371,569,264
"RP1-43E13.2",254,116,22,179,189,19,10,65,201,102,150,247,94,1,154,9,19,273,195,48,93,19,74,163,72,34
"EMC1",113,368,177,592,268,125,21,420,508,601,618,723,311,17,128,20,151,745,505,378,357,27,61,184,259,93
"MRTO4",451,957,525,971,749,191,30,2023,2821,2204,1599,2446,865,32,345,23,471,1893,1258,1182,539,69,98,316,501,185
"AKR7A3",20,357,134,15,733,7,1,26,179,12,4,957,88,0,10,11,1211,812,2828,180,7,94,33,1744,291,1
"AKR7A2",692,1979,590,2212,2853,104,38,3520,4664,6633,4332,5992,2447,71,555,27,2223,5426,4968,2954,1162,138,320,1209,2662,50
"PQLC2",73,400,75,325,339,71,14,538,660,941,755,273,186,6,146,10,114,545,404,228,91,14,48,162,190,4
"CAPZB",2754,7794,2743,13214,7408,1498,670,12553,16703,11895,19956,8454,3619,268,3492,222,2727,13725,7647,6814,5270,308,798,1732,2440,630
"MINOS1",1304,2143,4250,6925,1954,1162,1140,2110,2578,2410,2540,14592,10139,199,1554,714,2896,2343,10604,9182,4417,422,1031,1853,1107,1834
"NBL1",127,326,116,11496,837,356,201,444,495,146,188,3169,784,165,198,20,294,2017,4782,2515,2927,14,13,172,170,173
"HTR6",1,11,0,0,1,0,0,5,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"TMCO4",198,851,184,476,252,102,15,402,616,712,422,945,228,12,153,11,94,669,530,271,208,22,37,140,249,28
"RNF186",40,1,0,0,4,12,0,1,48,2,0,9,0,0,0,0,2,47,109,4,0,0,0,0,0,0
"RP11-91K11.2",2,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,1,7,0,0,0,0,0,0,0
"OTUD3",101,176,84,196,150,24,6,147,221,594,111,416,65,5,73,1,34,320,202,100,96,15,18,66,174,12
"PLA2G2A",5,1051,6,350,47,0,293,1899,116,1692,24,4029,328,1,8,205,10,751,455,47,578,0,0,52,905,704
"PLA2G5",8,23,0,116,24,32,8,54,52,15,72,50,4,1,2,0,1,70,18,75,129,0,0,18,36,12
"PLA2G2D",28,162,3,74,19,1,2,1422,22,381,137,29,1,0,74,1,5,31,7,170,131,1,13,0,3,63
"UBXN10-AS1",36,233,6,34,67,30,6,114,277,105,43,4,497,3,33,1,123,88,481,62,30,18,35,323,169,31
"UBXN10",2,84,6,16,17,15,2,28,55,37,7,7,84,1,4,6,70,85,447,171,9,5,8,152,86,12
"RP4-745E8.2",1,2,0,0,0,2,0,3,1,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2
"CAMK2N1",85,1153,24,2616,1290,158,29,219,345,1312,375,307,188,209,29,42,353,1052,1633,1949,1609,23,53,523,2129,58
"MUL1",220,379,170,395,360,154,27,590,925,734,757,436,164,17,143,6,120,1048,698,533,271,22,53,169,242,26
"FAM43B",2,2,8,23,13,5,0,3,11,9,0,10,1,0,0,0,1,38,4,0,6,2,0,2,4,3
"CDA",35,187,59,152,192,10,17,228,166,29,411,318,763,0,83,7,41,1250,331,110,178,37,17,29,134,50
"PINK1",85,422,353,1243,483,117,30,404,562,835,663,410,264,53,62,21,51,1518,1338,704,801,11,30,242,439,68
"PINK1-AS",8,15,12,19,16,4,1,20,40,45,22,67,2,1,2,1,2,91,20,12,11,1,0,7,15,1
"DDOST",1625,5526,1347,3292,3575,706,88,6764,7467,13622,5646,8763,2635,129,1833,97,1424,9606,4170,2039,1676,197,408,1020,2040,252
"KIF17",11,31,3,53,55,18,0,73,61,15,38,14,3,4,18,1,7,253,236,80,96,4,10,12,12,5
"HP1BP3",1604,2339,1782,4892,2163,877,162,4674,6594,8880,6155,6407,2454,126,1250,84,1515,7606,4660,2422,2579,175,601,2868,2347,447
"EIF4G3",205,695,305,1921,675,172,33,780,831,959,1739,1086,416,43,202,13,152,1786,1140,431,818,46,80,372,600,188
"ECE1",379,1117,175,1118,1615,285,68,1273,1631,4670,2094,2444,135,87,308,40,324,5647,3031,1057,1406,79,178,840,865,105
"RP5-1071N3.1",27,11,1,10,4,2,1,58,24,35,10,3,0,1,11,0,2,5,0,3,14,0,7,2,4,7
"NBPF3",67,54,59,65,68,17,3,129,172,165,102,80,33,2,9,5,32,117,62,28,22,11,17,88,179,9
"ALPL",120,190,9,96,356,53,14,486,800,796,268,307,111,4,12,7,18,1024,288,257,140,24,12,57,34,22
"RAP1GAP",14,33,5,1,163,17,1,74,98,534,2,242,16,0,1,2,20,222,287,83,3,4,7,101,254,1
"USP48",548,1029,340,1671,916,179,81,2020,2388,3006,2218,2444,618,32,491,35,393,2248,1590,1017,850,78,199,473,1078,185
"LDLRAD2",4,3,4,13,10,3,0,21,12,29,13,1,0,7,4,1,1,44,49,4,4,2,0,1,12,4
"HSPG2",485,1779,85,3668,2944,400,294,1619,1473,765,2488,552,68,262,662,129,233,11440,5776,625,4410,240,363,732,1502,187
"RP1-224A6.3",1,5,1,7,5,2,1,13,8,4,12,3,2,0,1,0,0,5,7,0,14,0,0,4,0,3
"LINC00339",163,637,36,156,460,74,7,630,785,460,823,319,97,10,226,3,71,739,341,197,121,35,58,198,241,28
"CDC42",3216,5102,2663,10159,5187,2023,620,6381,9963,13453,10268,9919,4842,271,3257,199,1303,9616,13414,6923,6140,554,1140,2997,3617,3784
"RP1-224A6.9",3,2,1,8,3,0,0,2,0,4,0,3,0,0,0,0,1,2,5,1,7,0,0,0,2,1
"WNT4",3,6,0,5,38,8,0,6,33,41,0,25,56,2,1,3,30,26,56,57,4,0,13,47,196,4
"ZBTB40",141,150,89,392,125,55,16,314,405,479,324,236,53,17,84,0,33,492,269,125,202,11,41,114,173,36
"C1QA",1354,12937,316,45096,3457,893,335,48635,8800,6005,137081,4236,385,188,11390,32,1264,3824,878,8068,2715,107,1347,1310,1639,398
"C1QC",2086,13598,244,34465,4242,779,199,49446,14093,6736,128995,2273,232,189,11216,19,2586,3956,734,4530,2243,126,1620,1641,1969,184
"C1QB",1832,15741,294,47823,3535,922,229,58899,12251,6601,165756,4741,340,134,12061,17,2717,3740,992,8658,2613,105,1354,1689,2111,2303
"EPHB2",10,94,15,477,42,25,5,373,99,245,1430,615,8,7,124,2,12,300,31,20,30,0,22,21,40,29
"C1orf234",1,2,3,0,2,0,0,1,3,2,1,2,2,0,1,0,0,1,7,4,1,0,0,0,1,0
"KDM1A",123,375,264,958,412,62,22,543,880,1179,636,1577,452,13,101,11,93,874,993,325,374,26,53,245,349,63
"LUZP1",570,859,315,2893,1149,487,43,1113,1708,2028,2084,2359,610,44,363,10,105,3760,2492,791,1267,62,107,231,734,613
"LINC01355",18,21,19,67,27,31,3,29,65,64,47,115,34,2,6,3,12,124,193,93,75,2,2,77,50,17
"HNRNPR",1560,2529,1532,4687,3037,968,236,5339,7663,6704,5069,13166,2666,109,1072,92,972,6688,7262,4794,2364,166,409,1421,2450,1002
"ZNF436",75,193,51,191,240,150,13,74,170,283,135,81,43,17,41,1,26,508,326,97,138,23,26,192,167,19
"ZNF436-AS1",21,58,16,68,72,31,2,32,71,80,50,237,45,3,14,1,19,112,154,43,38,7,5,31,28,2
"RP5-1057J7.7",2,0,5,1,1,0,0,0,2,4,1,4,1,0,0,0,1,8,29,34,0,0,0,4,0,0
"TCEA3",225,1852,578,138,911,102,20,326,1820,3474,643,2203,1335,14,136,17,1880,2875,6593,2844,186,70,381,707,1889,13
"ASAP3",78,322,127,162,166,31,6,62,174,748,148,145,16,5,38,8,40,682,609,82,93,8,19,40,222,12
"E2F2",12,57,20,55,30,0,2,115,63,303,112,249,21,0,8,1,3,9,5,20,15,0,2,10,4,17
"ID3",4928,16830,1554,20371,28073,1488,790,5893,7765,4799,11337,4987,7659,859,3737,317,1407,37044,14188,6363,14244,975,2034,3534,7448,189
"MDS2",44,13,22,16,14,12,0,91,85,6,8,6,11,0,4,2,0,20,3,5,36,1,2,3,3,12
"RPL11",118143,119692,76970,72372,123673,32044,650,191408,203184,115108,138567,230131,98777,2788,55121,244,41555,234671,213846,105651,62029,14918,25133,37494,108298,54178
"TCEB3",273,564,615,885,437,173,24,1010,1374,2265,1188,1934,687,26,194,15,289,1370,842,726,362,22,70,213,425,198
"TCEB3-AS1",75,217,93,83,116,43,9,251,254,272,183,411,75,7,59,6,55,313,310,312,87,20,33,113,85,52
"PITHD1",2392,2051,1304,2169,2072,135,50,2835,3806,4019,3569,2845,890,55,1428,47,350,4033,2531,1303,1936,225,457,917,1683,153
"LYPLA2",544,2370,1585,955,1349,168,113,2167,4333,4843,2627,2291,938,32,610,68,483,2376,2164,1177,591,116,200,683,832,48
"GALE",106,972,885,500,570,55,43,754,910,3939,1362,3072,1306,10,195,34,485,1124,1666,781,184,38,136,430,642,39
"HMGCL",112,342,200,878,477,218,55,571,1120,560,771,1001,509,33,218,59,369,1244,1167,899,433,26,66,377,366,170
"FUCA1",181,304,134,2293,437,228,37,1410,986,1348,3677,926,371,17,201,21,668,1371,2942,1596,369,22,66,220,687,77
"CNR2",22,8,7,10,5,24,0,82,112,3,12,39,2,2,4,3,0,16,4,9,34,6,2,0,3,11
"PNRC2",3172,2639,2663,2724,3432,986,119,4205,5528,4201,4448,4371,1366,64,1565,98,1574,7060,4305,3334,1496,234,558,2040,2697,1301
"SRSF10",2657,2756,1826,4239,3347,893,251,4562,6831,8398,4701,7430,2086,82,1673,157,1451,6964,4955,3771,2624,296,742,1793,3164,572
"MYOM3",1,1,0,20,11,1,4,2,3,1,6,3,0,0,0,0,3,31,9,0,15,0,1,0,11,0
"IL22RA1",4,0,0,1,1,1,0,0,15,5,14,2,1,0,0,0,0,25,1,1,0,0,0,0,1,0
"IFNLR1",47,30,8,77,43,2,0,197,240,115,22,34,11,2,23,3,34,74,66,45,26,6,14,10,34,15
"GRHL3",6,17,3,2,64,0,0,2,28,208,1,4,23,0,0,0,6,33,36,0,0,1,3,6,85,0
"STPG1",41,197,67,158,105,43,11,194,256,394,212,257,135,4,54,13,87,310,233,192,100,9,20,71,134,22
"NIPAL3",244,307,385,370,272,143,21,627,784,740,565,1542,139,9,191,10,111,780,762,392,220,8,45,97,228,144
"RCAN3",951,909,358,1604,660,145,19,1538,1621,1145,801,2396,348,24,554,11,168,825,931,574,802,75,147,335,399,314
"RP4-594I10.3",21,14,63,57,10,102,1,37,43,47,11,42,14,0,7,0,1,64,26,87,51,3,6,5,10,99
"NCMAP",9,16,5,1,42,7,0,35,22,21,0,186,1,0,3,0,8,54,44,6,4,1,4,0,3,3
"SRRM1",3841,3921,2462,6578,3811,1602,303,8285,10234,10763,7771,14871,2998,143,2333,136,1715,9794,5208,4016,2928,386,899,2072,3556,2487
"CLIC4",657,1994,233,4019,2388,224,179,1921,1894,2995,4278,4350,612,69,444,55,203,4868,2592,709,2119,112,197,379,1817,218
"RUNX3",932,439,425,2486,317,377,5,2107,1689,781,1091,615,85,46,959,3,34,536,241,150,2037,89,245,149,114,1571
"RP11-84D1.1",8,4,0,1,1,0,0,17,17,3,2,0,0,0,17,0,0,0,0,0,0,1,2,2,0,0
"RP11-84D1.2",2,1,1,0,0,0,0,2,5,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"RP4-799D16.1",1,0,0,0,0,0,0,3,1,0,0,2,0,0,2,0,0,0,0,2,2,0,0,0,0,0
"SYF2",1807,2376,1457,4449,2483,1399,276,4130,5475,2766,3006,5817,1880,159,1271,191,837,6500,5887,4650,3376,248,439,986,2019,764
"RSRP1",5994,5468,2484,11789,6846,2159,341,6678,7990,4877,6317,9383,1832,318,4160,155,891,13957,12097,5060,8795,679,1346,2585,5600,1004
"RP3-465N24.6",2,9,16,13,3,7,0,5,3,9,4,23,8,0,4,0,1,3,18,8,13,1,1,2,5,0
"RHD",1,0,2,7,0,0,0,3,2,2,0,3,0,1,0,0,1,3,2,2,7,0,0,0,1,1
"TMEM50A",3429,6993,2117,7796,7858,1444,476,9414,10852,9817,9113,12791,3424,201,3736,286,3489,11403,13864,7947,4968,445,1269,4553,4901,1092
"RHCE",5,28,10,13,12,1,2,27,32,43,26,42,44,1,4,0,8,34,64,22,7,0,1,4,21,0
"TMEM57",400,908,501,1159,813,117,25,1033,1517,3843,960,1116,493,29,304,15,301,2120,1632,1574,502,43,99,305,928,119
"LDLRAP1",372,658,229,327,434,140,13,880,1101,1668,543,567,184,13,155,8,130,787,950,310,304,24,87,142,357,70
"RP11-70P17.1",4,8,5,26,11,0,4,23,4,14,1,79,15,1,1,2,0,8,18,11,10,0,3,2,4,4
"MAN1C1",52,57,21,411,167,58,5,147,129,238,367,60,6,21,47,5,30,455,284,70,306,2,17,22,209,55
"SEPN1",123,426,95,999,597,171,39,672,564,1197,1174,677,117,57,142,19,135,3245,1845,281,657,33,92,268,552,122
"RP1-317E23.3",12,46,18,20,14,11,0,53,55,28,15,82,16,3,6,0,10,42,39,7,11,4,3,41,15,1
"MTFR1L",174,471,217,632,497,211,68,693,1142,774,802,1437,391,37,177,35,206,1049,1386,756,503,34,69,254,292,135
"AUNIP",2,106,10,20,47,0,3,184,173,190,91,574,85,0,3,1,16,13,17,18,5,1,0,10,7,1
"RP1-125I3.2",23,30,2,4,19,1,0,27,19,36,26,5,0,1,11,0,6,21,2,0,9,9,23,13,19,0
"PAQR7",13,45,10,59,37,75,10,44,55,20,89,126,76,9,4,4,8,110,200,113,48,0,5,10,51,33
"STMN1",3266,5550,2068,4949,7560,660,675,15115,42307,37050,12924,21110,6435,57,2416,260,1875,7054,4752,6968,2901,354,760,2278,1584,2001
"PAFAH2",47,178,128,210,105,59,6,172,283,174,301,240,111,4,47,9,42,312,342,328,73,13,24,155,274,46
"EXTL1",6,6,0,3,16,16,0,3,43,7,3,3,0,0,1,0,5,20,13,1,3,0,1,3,33,0
"PDIK1L",78,233,83,170,180,32,14,198,232,358,180,210,72,8,52,10,80,195,222,160,78,17,50,137,275,7
"FAM110D",11,48,5,91,86,15,15,67,99,32,73,30,3,17,4,2,2,1231,1665,35,335,14,2,14,29,4
"RP11-96L14.7",5,9,4,1,23,0,0,51,35,67,16,16,5,0,11,0,13,23,31,4,2,1,3,7,15,0
"ZNF593",1382,2426,940,1153,3077,296,52,4774,4258,7098,3418,9121,2664,26,1529,67,989,3732,4472,3522,573,237,621,1988,3901,27
"CNKSR1",107,458,225,15,273,69,13,374,876,965,12,571,141,1,79,28,217,829,728,606,16,15,32,347,824,2
"CEP85",54,101,55,123,98,15,3,193,225,463,217,320,72,2,76,5,40,118,97,118,49,6,24,79,65,25
"SH3BGRL3",16442,31416,6722,31343,20680,2587,1033,57873,59589,31945,110069,22503,10296,532,28666,480,5118,28027,13867,10200,13023,1161,5050,9553,13673,2272
"UBXN11",505,565,190,502,376,85,34,967,1078,1481,1043,859,148,11,562,23,217,1045,669,662,228,61,169,393,390,18
"CD52",7389,4324,5915,9352,2749,4001,365,20408,19667,2341,8162,2844,1961,187,6977,134,309,2668,1118,2239,7690,281,856,562,452,12428
"AIM1L",33,129,26,13,91,2,3,36,212,65,22,113,89,0,44,3,9,9,22,9,30,2,14,9,30,1
"ZNF683",1256,676,145,424,1619,261,12,1667,3437,341,1537,29,242,8,4177,3,24,107,36,141,685,99,400,91,41,69
"DHDDS",130,444,200,578,325,91,25,583,682,1334,697,1316,232,17,129,15,169,724,724,458,249,21,53,157,253,134
"HMGN2",6474,10563,4184,9854,15698,3360,822,24195,26265,36767,33110,18664,15749,257,5452,453,5023,17760,16325,15258,4842,932,2970,8664,8979,767
"RPS6KA1",184,547,231,979,287,78,4,1299,1189,491,1233,1137,157,12,269,2,46,303,328,148,260,23,47,161,272,52
"RP5-968P14.2",2,1,9,3,6,1,1,14,9,24,5,6,1,0,1,0,1,19,8,0,10,1,1,8,6,1
"ARID1A",428,625,580,1683,876,325,30,1791,1839,3184,2142,2405,456,62,263,20,206,2764,2240,952,950,87,186,816,1446,288
"PIGV",88,293,95,242,210,81,20,338,533,561,492,389,190,4,72,16,204,595,699,512,108,21,54,168,210,46
"ZDHHC18",106,155,83,661,159,48,9,436,354,288,277,592,70,17,88,2,23,313,329,142,314,9,40,94,100,115
"SFN",1703,2019,217,2,2286,33,18,148,2017,12454,3291,2304,6369,1,422,4,320,3317,486,33,7,32,70,471,1533,1
"GPN2",214,358,150,521,349,92,15,684,673,662,640,996,333,11,161,11,80,743,576,337,264,21,72,155,282,47
"GPATCH3",303,411,83,321,367,92,11,588,812,679,530,302,125,12,228,7,119,651,249,248,146,31,56,135,301,19
"NUDC",2018,3358,1731,4900,3135,844,226,6127,8250,9402,6156,10637,4086,119,1945,157,1427,8301,6219,6640,3010,225,805,1275,2522,300
"KDF1",93,598,204,3,234,22,19,513,815,1817,1,938,449,0,55,37,241,422,522,531,2,21,21,242,399,0
"TRNP1",13,15,3,171,51,4,2,70,72,13,85,44,4,23,10,1,2,112,72,9,325,1,3,33,56,7
"FAM46B",89,242,215,51,152,15,7,227,420,1164,27,637,73,9,36,6,61,1035,335,45,53,8,13,138,419,0
"SLC9A1",233,441,136,705,416,86,1,292,400,640,646,367,107,19,154,4,75,1111,721,304,473,33,89,197,470,73
"WDTC1",136,240,87,414,217,84,6,401,537,582,591,181,95,11,95,5,73,1047,594,200,239,25,27,188,264,51
"TMEM222",377,924,410,708,1004,235,47,1483,1592,1864,1615,1312,484,39,516,22,404,1482,1305,807,524,73,167,426,473,84
"SYTL1",830,1292,320,471,916,59,12,1920,2481,1859,885,543,702,5,574,6,480,1398,1477,835,429,138,273,505,1960,34
"MAP3K6",103,171,71,306,179,47,18,189,312,463,242,386,86,21,117,4,18,956,375,106,271,16,29,126,157,39
"FCN3",8,38,2,81,139,7,14,676,168,6,266,32,0,0,13,15,1,288,373,355,134,4,3,5,52,6
"CD164L2",30,185,12,2,13,6,0,77,66,120,0,432,56,0,15,0,19,154,93,8,1,20,8,21,174,0
"GPR3",19,19,1,9,7,1,2,41,25,48,41,79,1,1,3,0,4,98,12,8,7,7,1,9,16,0
"WASF2",1491,3859,1593,4884,3345,1270,378,6515,7946,15974,7553,11794,2386,175,1042,192,754,15000,6420,2408,2606,187,239,1154,1880,540
"RP1-159A19.4",7,4,1,1,2,1,0,9,4,1,6,0,3,0,4,0,2,7,4,3,8,1,2,1,2,1
"AHDC1",136,232,138,464,458,157,14,267,748,932,365,1145,128,33,81,5,38,1251,576,139,375,24,83,307,562,45
"FGR",97,572,206,967,158,59,11,1095,1027,151,1341,250,148,13,296,8,56,575,233,192,126,27,48,64,78,55
"IFI6",2757,3953,771,11303,8511,4644,161,29562,8908,7711,18199,23668,3643,867,5426,350,1992,8940,65160,20224,8969,223,4850,1019,1660,384
"FAM76A",174,344,152,423,311,157,29,417,542,829,543,710,191,23,142,8,84,671,709,421,369,27,62,228,332,121
"STX12",920,1391,461,2232,1142,363,56,1633,2125,2199,2869,1655,496,64,708,22,391,3443,2376,1371,1126,110,198,519,754,401
"PPP1R8",240,484,331,497,381,209,40,748,952,823,669,1466,508,10,178,13,112,674,910,979,295,26,49,220,259,240
"THEMIS2",221,693,125,1328,135,87,16,2413,930,381,4123,586,98,31,314,11,100,423,129,423,150,16,78,91,64,162
"RPA2",430,816,543,1242,827,437,70,2073,2855,2017,1304,1823,741,28,490,37,343,2273,1746,1306,758,54,97,335,474,517
"SMPDL3B",29,170,50,17,126,29,26,431,754,1044,8,690,376,2,53,2,45,311,333,209,49,11,20,24,107,16
"XKR8",139,255,69,241,174,32,3,609,502,637,471,262,93,6,126,4,40,439,302,194,124,15,41,65,126,23
"EYA3",160,373,114,441,257,129,13,467,535,492,451,602,164,14,182,7,70,660,499,352,270,20,45,152,203,116
"PTAFR",19,382,33,1765,109,114,16,2018,883,409,1920,276,112,23,198,1,35,1040,313,233,121,3,22,26,151,51
"DNAJC8",1295,1932,1089,4296,1991,968,400,4287,6284,6274,4025,6564,2503,110,1076,210,1146,5999,3349,3115,2254,158,289,785,1131,1822
"ATPIF1",2505,6935,3675,5704,7043,1697,528,11200,10583,17288,8001,18619,11100,177,2973,472,2299,10011,8552,7768,3705,498,1513,5363,3122,361
"RP5-1092A3.4",21,19,30,40,20,13,1,52,70,79,45,60,9,1,15,0,25,18,144,90,46,3,12,50,29,50
"RP5-1092A3.5",1,1,2,4,0,0,0,7,1,3,2,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0
"SESN2",439,511,172,840,591,122,17,741,718,824,1670,491,153,18,373,6,69,990,604,296,420,30,113,155,694,229
"MED18",34,96,53,146,52,44,12,184,329,309,181,146,107,7,25,2,37,186,77,194,96,4,10,21,27,43
"PHACTR4",364,772,326,2130,568,327,33,1334,1484,2316,1380,1817,322,47,286,11,165,2417,1493,791,924,39,130,332,562,176
"RCC1",300,975,404,823,581,54,15,1881,1154,1484,939,2262,473,15,233,11,128,968,862,451,379,56,77,252,362,74
"TRNAU1AP",430,1288,395,1425,977,206,31,1942,1902,2631,1687,1068,598,38,453,15,250,2019,1261,724,892,46,127,357,634,315
"SNHG12",3440,2936,407,5052,4156,330,12,3630,3671,2395,3629,1889,403,86,2814,7,129,4218,3107,897,3193,336,1351,1686,2207,86
"TAF12",494,1595,729,1435,1379,320,102,2065,2158,2211,2601,2888,2039,45,580,37,481,1911,2596,1427,879,124,308,688,1163,490
"RAB42",22,77,9,642,92,24,7,524,287,223,380,262,104,6,48,1,19,168,72,75,30,1,22,32,28,7
"RP11-442N24--B.1",25,49,9,19,42,7,3,85,89,146,67,13,12,1,19,0,5,80,16,10,13,7,15,18,28,7
"RNU11",1,0,1,120,0,17,1,2,4,1,6,25,8,4,2,0,0,7,16,20,119,0,1,1,1,8
"GMEB1",176,311,167,550,277,147,13,1028,1233,736,588,545,187,9,181,6,109,1037,667,377,294,16,62,129,205,80
"YTHDF2",1404,2097,1054,2404,1830,647,189,4153,5975,4466,2840,6651,1684,62,739,125,893,5402,4510,2748,1485,108,307,793,1675,237
"EPB41",668,520,444,819,336,133,7,1634,2085,1251,880,691,131,7,283,12,86,1033,525,368,406,41,103,236,314,136
"TMEM200B",8,16,6,141,91,29,9,22,50,42,47,19,8,9,6,2,7,193,94,38,105,1,6,9,21,5
"SRSF4",1424,2084,785,3500,1922,390,99,4257,4848,5731,4413,6421,1403,91,970,51,630,5905,3971,2228,1833,142,265,762,1743,392
"MECR",135,386,142,310,395,89,31,1144,1068,1286,649,1145,320,15,115,15,234,852,891,497,219,28,35,161,329,18
"PTPRU",39,421,18,70,170,22,6,31,75,322,29,185,69,4,7,8,30,271,303,108,71,2,8,66,153,5
"MATN1",5,3,1,15,3,3,0,15,5,8,8,16,0,0,3,0,3,21,9,3,9,1,1,1,2,1
"MATN1-AS1",71,70,20,38,49,43,2,142,160,92,66,82,16,4,25,3,34,158,123,49,49,12,18,40,81,6
"LAPTM5",7297,13364,1657,28681,4272,1478,206,28443,21796,3171,39024,4446,1069,349,10833,46,746,4145,1298,2617,4873,487,1618,1510,1515,2577
"RP5-1125N11.2",21,2,0,2,16,7,1,6,18,49,6,9,0,0,3,0,5,46,21,16,0,2,3,22,19,0
